end_date_year_month,start_date_year_month,start_date_year_quarter,end_date_year_quarter,start_date_quarter,start_date_year,id,start_date,start_date_month,end_date,end_date_month,end_date_quarter,end_date_year,service_division_owner,service_result,ward_id,estimated_cost,Ward Name,Latitude,Longitude
2012 Jan,2011 Dec,2011 Q4,2012 Q1,Q4,2011,8963,2011-12-31,December,2012-01-29,January,Q1,2012,Transportation Services,PASS,24,45000,Scarborough–Guildwood,43.74,-79.22
2012 Jan,2012 Jan,2012 Q1,2012 Q1,Q1,2012,12053,2012-01-01,January,2012-01-29,January,Q1,2012,Transportation Services,PASS,22,33000,Scarborough–Agincourt,43.8,-79.27
2012 May,2012 Jan,2012 Q1,2012 Q2,Q1,2012,16393,2012-01-01,January,2012-05-11,May,Q2,2012,"Parks, Forestry & Recreation",PASS,4,114000,Parkdale–High Park,43.65,-79.46
2012 May,2012 Jan,2012 Q1,2012 Q2,Q1,2012,6422,2012-01-02,January,2012-05-17,May,Q2,2012,"Parks, Forestry & Recreation",PASS,3,58000,Etobicoke–Lakeshore,43.62,-79.51
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,11273,2012-01-02,January,2012-03-27,March,Q1,2012,Solid Waste Management,FAIL,10,22000,Spadina–Fort York,43.64,-79.39
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,12406,2012-01-02,January,2012-02-20,February,Q1,2012,Municipal Licensing & Standards,PASS,1,156000,Etobicoke North,43.733,-79.565
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,17392,2012-01-03,January,2012-02-10,February,Q1,2012,Transportation Services,PASS,22,24000,Scarborough–Agincourt,43.8,-79.27
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,17957,2012-01-03,January,2012-02-15,February,Q1,2012,Toronto Water,PASS,16,63000,Don Valley East,43.75,-79.34
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,19766,2012-01-03,January,2012-03-24,March,Q1,2012,Transportation Services,PASS,3,194000,Etobicoke–Lakeshore,43.62,-79.51
2012 Jun,2012 Jan,2012 Q1,2012 Q2,Q1,2012,8724,2012-01-05,January,2012-06-11,June,Q2,2012,"Parks, Forestry & Recreation",FAIL,23,66000,Scarborough North,43.82,-79.24
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,3721,2012-01-06,January,2012-03-16,March,Q1,2012,Solid Waste Management,PASS,14,21000,Toronto–Danforth,43.68,-79.34
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,711,2012-01-07,January,2012-04-12,April,Q2,2012,Solid Waste Management,PASS,25,276000,Scarborough–Rouge Park,43.81,-79.13
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,4256,2012-01-07,January,2012-04-10,April,Q2,2012,Solid Waste Management,FAIL,19,118000,Beaches–East York,43.68,-79.3
2012 May,2012 Jan,2012 Q1,2012 Q2,Q1,2012,5626,2012-01-07,January,2012-05-21,May,Q2,2012,"Parks, Forestry & Recreation",FAIL,3,42000,Etobicoke–Lakeshore,43.62,-79.51
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,1621,2012-01-08,January,2012-04-01,April,Q2,2012,"Parks, Forestry & Recreation",PASS,7,18000,Humber River–Black Creek,43.74,-79.52
2012 Jan,2012 Jan,2012 Q1,2012 Q1,Q1,2012,5373,2012-01-08,January,2012-01-26,January,Q1,2012,Transportation Services,FAIL,10,49000,Spadina–Fort York,43.64,-79.39
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,19387,2012-01-08,January,2012-04-04,April,Q2,2012,"Parks, Forestry & Recreation",FAIL,19,17000,Beaches–East York,43.68,-79.3
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,2561,2012-01-09,January,2012-02-10,February,Q1,2012,Transportation Services,FAIL,20,144000,Scarborough Southwest,43.71,-79.26
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,3249,2012-01-09,January,2012-03-31,March,Q1,2012,Toronto Water,PASS,18,2000,Willowdale,43.77,-79.41
2012 Jan,2012 Jan,2012 Q1,2012 Q1,Q1,2012,14696,2012-01-09,January,2012-01-24,January,Q1,2012,Transportation Services,PASS,7,195000,Humber River–Black Creek,43.74,-79.52
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,4473,2012-01-10,January,2012-03-07,March,Q1,2012,Toronto Water,PASS,14,48000,Toronto–Danforth,43.68,-79.34
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,19745,2012-01-10,January,2012-02-15,February,Q1,2012,Solid Waste Management,PASS,22,83000,Scarborough–Agincourt,43.8,-79.27
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,13461,2012-01-11,January,2012-04-02,April,Q2,2012,Solid Waste Management,PASS,2,142000,Etobicoke Centre,43.67,-79.55
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,2519,2012-01-12,January,2012-04-13,April,Q2,2012,"Parks, Forestry & Recreation",PASS,20,88000,Scarborough Southwest,43.71,-79.26
2012 Jan,2012 Jan,2012 Q1,2012 Q1,Q1,2012,7554,2012-01-12,January,2012-01-15,January,Q1,2012,Transportation Services,PASS,12,61000,Toronto–St. Paul's,43.69,-79.41
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,7646,2012-01-12,January,2012-04-18,April,Q2,2012,Transportation Services,FAIL,1,243000,Etobicoke North,43.733,-79.565
2012 May,2012 Jan,2012 Q1,2012 Q2,Q1,2012,4628,2012-01-13,January,2012-05-10,May,Q2,2012,"Parks, Forestry & Recreation",PASS,6,53000,York Centre,43.75,-79.45
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,5271,2012-01-13,January,2012-03-28,March,Q1,2012,Municipal Licensing & Standards,PASS,9,18000,Davenport,43.67,-79.44
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,12186,2012-01-13,January,2012-02-12,February,Q1,2012,Transportation Services,PASS,22,41000,Scarborough–Agincourt,43.8,-79.27
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,15373,2012-01-13,January,2012-03-10,March,Q1,2012,Toronto Water,PASS,14,144000,Toronto–Danforth,43.68,-79.34
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,8871,2012-01-14,January,2012-02-23,February,Q1,2012,Solid Waste Management,PASS,7,154000,Humber River–Black Creek,43.74,-79.52
2012 Jan,2012 Jan,2012 Q1,2012 Q1,Q1,2012,12576,2012-01-14,January,2012-01-26,January,Q1,2012,Transportation Services,PASS,12,95000,Toronto–St. Paul's,43.69,-79.41
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,774,2012-01-15,January,2012-04-16,April,Q2,2012,Municipal Licensing & Standards,PASS,6,60000,York Centre,43.75,-79.45
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,6109,2012-01-15,January,2012-02-23,February,Q1,2012,Solid Waste Management,PASS,3,33000,Etobicoke–Lakeshore,43.62,-79.51
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,7904,2012-01-15,January,2012-02-28,February,Q1,2012,Toronto Water,PASS,20,50000,Scarborough Southwest,43.71,-79.26
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,8824,2012-01-15,January,2012-04-08,April,Q2,2012,Municipal Licensing & Standards,PASS,13,126000,Toronto Centre,43.66,-79.37
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,7968,2012-01-16,January,2012-02-13,February,Q1,2012,Municipal Licensing & Standards,PASS,5,87000,York South–Weston,43.7,-79.49
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,9667,2012-01-16,January,2012-03-13,March,Q1,2012,Transportation Services,FAIL,16,124000,Don Valley East,43.75,-79.34
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,16650,2012-01-16,January,2012-04-09,April,Q2,2012,"Parks, Forestry & Recreation",PASS,8,69000,Eglinton–Lawrence,43.72,-79.43
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,16922,2012-01-16,January,2012-02-02,February,Q1,2012,Toronto Water,FAIL,22,68000,Scarborough–Agincourt,43.8,-79.27
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,19012,2012-01-16,January,2012-02-02,February,Q1,2012,"Parks, Forestry & Recreation",PASS,10,16000,Spadina–Fort York,43.64,-79.39
2012 May,2012 Jan,2012 Q1,2012 Q2,Q1,2012,4585,2012-01-17,January,2012-05-09,May,Q2,2012,Solid Waste Management,PASS,18,80000,Willowdale,43.77,-79.41
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,4757,2012-01-17,January,2012-04-03,April,Q2,2012,"Parks, Forestry & Recreation",PASS,24,80000,Scarborough–Guildwood,43.74,-79.22
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,7171,2012-01-17,January,2012-02-04,February,Q1,2012,Transportation Services,PASS,14,84000,Toronto–Danforth,43.68,-79.34
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,12066,2012-01-18,January,2012-04-08,April,Q2,2012,Solid Waste Management,PASS,24,110000,Scarborough–Guildwood,43.74,-79.22
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,15369,2012-01-18,January,2012-03-11,March,Q1,2012,Municipal Licensing & Standards,PASS,14,12000,Toronto–Danforth,43.68,-79.34
2012 Jan,2012 Jan,2012 Q1,2012 Q1,Q1,2012,4531,2012-01-19,January,2012-01-24,January,Q1,2012,Transportation Services,PASS,10,21000,Spadina–Fort York,43.64,-79.39
2012 May,2012 Jan,2012 Q1,2012 Q2,Q1,2012,8442,2012-01-19,January,2012-05-25,May,Q2,2012,"Parks, Forestry & Recreation",FAIL,23,148000,Scarborough North,43.82,-79.24
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,20136,2012-01-20,January,2012-03-30,March,Q1,2012,"Parks, Forestry & Recreation",PASS,13,44000,Toronto Centre,43.66,-79.37
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,4742,2012-01-21,January,2012-03-27,March,Q1,2012,"Parks, Forestry & Recreation",PASS,3,147000,Etobicoke–Lakeshore,43.62,-79.51
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,6702,2012-01-21,January,2012-03-24,March,Q1,2012,"Parks, Forestry & Recreation",PASS,24,60000,Scarborough–Guildwood,43.74,-79.22
2012 May,2012 Jan,2012 Q1,2012 Q2,Q1,2012,9183,2012-01-21,January,2012-05-09,May,Q2,2012,"Parks, Forestry & Recreation",PASS,2,59000,Etobicoke Centre,43.67,-79.55
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,19311,2012-01-21,January,2012-02-05,February,Q1,2012,Solid Waste Management,FAIL,16,136000,Don Valley East,43.75,-79.34
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,10999,2012-01-22,January,2012-03-31,March,Q1,2012,"Parks, Forestry & Recreation",PASS,6,24000,York Centre,43.75,-79.45
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,1806,2012-01-23,January,2012-02-13,February,Q1,2012,Solid Waste Management,FAIL,5,43000,York South–Weston,43.7,-79.49
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,3784,2012-01-23,January,2012-03-04,March,Q1,2012,Municipal Licensing & Standards,PASS,21,270000,Scarborough Centre,43.76,-79.25
2012 May,2012 Jan,2012 Q1,2012 Q2,Q1,2012,3653,2012-01-24,January,2012-05-19,May,Q2,2012,Toronto Water,PASS,17,42000,Don Valley North,43.78,-79.35
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,13922,2012-01-24,January,2012-04-21,April,Q2,2012,Solid Waste Management,PASS,13,204000,Toronto Centre,43.66,-79.37
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,14993,2012-01-24,January,2012-02-04,February,Q1,2012,Transportation Services,FAIL,12,88000,Toronto–St. Paul's,43.69,-79.41
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,15876,2012-01-24,January,2012-02-21,February,Q1,2012,Municipal Licensing & Standards,FAIL,8,62000,Eglinton–Lawrence,43.72,-79.43
2012 Jun,2012 Jan,2012 Q1,2012 Q2,Q1,2012,242,2012-01-25,January,2012-06-17,June,Q2,2012,"Parks, Forestry & Recreation",FAIL,19,81000,Beaches–East York,43.68,-79.3
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,2120,2012-01-25,January,2012-02-27,February,Q1,2012,Transportation Services,PASS,25,231000,Scarborough–Rouge Park,43.81,-79.13
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,15379,2012-01-25,January,2012-03-04,March,Q1,2012,Municipal Licensing & Standards,PASS,6,75000,York Centre,43.75,-79.45
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,20016,2012-01-25,January,2012-03-03,March,Q1,2012,Transportation Services,PASS,13,132000,Toronto Centre,43.66,-79.37
2012 May,2012 Jan,2012 Q1,2012 Q2,Q1,2012,8792,2012-01-27,January,2012-05-24,May,Q2,2012,Transportation Services,FAIL,5,42000,York South–Weston,43.7,-79.49
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,15034,2012-01-27,January,2012-04-26,April,Q2,2012,"Parks, Forestry & Recreation",PASS,4,86000,Parkdale–High Park,43.65,-79.46
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,19267,2012-01-27,January,2012-04-24,April,Q2,2012,Transportation Services,FAIL,20,81000,Scarborough Southwest,43.71,-79.26
2012 Jun,2012 Jan,2012 Q1,2012 Q2,Q1,2012,785,2012-01-28,January,2012-06-29,June,Q2,2012,"Parks, Forestry & Recreation",FAIL,4,18000,Parkdale–High Park,43.65,-79.46
2012 May,2012 Jan,2012 Q1,2012 Q2,Q1,2012,1009,2012-01-29,January,2012-05-05,May,Q2,2012,Solid Waste Management,PASS,23,2000,Scarborough North,43.82,-79.24
2012 Apr,2012 Jan,2012 Q1,2012 Q2,Q1,2012,2817,2012-01-29,January,2012-04-26,April,Q2,2012,"Parks, Forestry & Recreation",PASS,21,108000,Scarborough Centre,43.76,-79.25
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,8045,2012-01-29,January,2012-03-22,March,Q1,2012,Transportation Services,PASS,13,12000,Toronto Centre,43.66,-79.37
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,9190,2012-01-29,January,2012-03-15,March,Q1,2012,Transportation Services,PASS,18,59000,Willowdale,43.77,-79.41
2012 Mar,2012 Jan,2012 Q1,2012 Q1,Q1,2012,3098,2012-01-30,January,2012-03-21,March,Q1,2012,Municipal Licensing & Standards,PASS,10,144000,Spadina–Fort York,43.64,-79.39
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,7947,2012-01-30,January,2012-02-02,February,Q1,2012,Transportation Services,PASS,17,68000,Don Valley North,43.78,-79.35
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,17894,2012-01-30,January,2012-02-07,February,Q1,2012,"Parks, Forestry & Recreation",PASS,11,56000,University–Rosedale,43.67,-79.4
2012 May,2012 Jan,2012 Q1,2012 Q2,Q1,2012,3635,2012-01-31,January,2012-05-08,May,Q2,2012,"Parks, Forestry & Recreation",FAIL,14,156000,Toronto–Danforth,43.68,-79.34
2012 Feb,2012 Jan,2012 Q1,2012 Q1,Q1,2012,16697,2012-01-31,January,2012-02-11,February,Q1,2012,Solid Waste Management,FAIL,17,14000,Don Valley North,43.78,-79.35
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,1028,2012-02-02,February,2012-03-18,March,Q1,2012,Solid Waste Management,PASS,15,90000,Don Valley West,43.72,-79.36
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,4556,2012-02-02,February,2012-03-18,March,Q1,2012,Transportation Services,FAIL,10,282000,Spadina–Fort York,43.64,-79.39
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,5386,2012-02-02,February,2012-04-07,April,Q2,2012,"Parks, Forestry & Recreation",FAIL,15,35000,Don Valley West,43.72,-79.36
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,20038,2012-02-02,February,2012-04-19,April,Q2,2012,"Parks, Forestry & Recreation",FAIL,13,65000,Toronto Centre,43.66,-79.37
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,2608,2012-02-03,February,2012-03-08,March,Q1,2012,Municipal Licensing & Standards,PASS,25,134000,Scarborough–Rouge Park,43.81,-79.13
2012 Feb,2012 Feb,2012 Q1,2012 Q1,Q1,2012,4033,2012-02-03,February,2012-02-25,February,Q1,2012,Toronto Water,FAIL,9,22000,Davenport,43.67,-79.44
2012 Jun,2012 Feb,2012 Q1,2012 Q2,Q1,2012,11756,2012-02-03,February,2012-06-02,June,Q2,2012,Solid Waste Management,FAIL,15,43000,Don Valley West,43.72,-79.36
2012 Jun,2012 Feb,2012 Q1,2012 Q2,Q1,2012,13153,2012-02-03,February,2012-06-01,June,Q2,2012,"Parks, Forestry & Recreation",FAIL,4,162000,Parkdale–High Park,43.65,-79.46
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,12895,2012-02-04,February,2012-04-22,April,Q2,2012,"Parks, Forestry & Recreation",PASS,19,216000,Beaches–East York,43.68,-79.3
2012 Feb,2012 Feb,2012 Q1,2012 Q1,Q1,2012,1108,2012-02-05,February,2012-02-13,February,Q1,2012,Transportation Services,FAIL,16,42000,Don Valley East,43.75,-79.34
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,3042,2012-02-05,February,2012-03-22,March,Q1,2012,Toronto Water,PASS,17,38000,Don Valley North,43.78,-79.35
2012 Jul,2012 Feb,2012 Q1,2012 Q3,Q1,2012,11700,2012-02-05,February,2012-07-06,July,Q3,2012,"Parks, Forestry & Recreation",PASS,7,64000,Humber River–Black Creek,43.74,-79.52
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,9181,2012-02-06,February,2012-05-08,May,Q2,2012,Toronto Water,PASS,12,66000,Toronto–St. Paul's,43.69,-79.41
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,2613,2012-02-07,February,2012-04-22,April,Q2,2012,"Parks, Forestry & Recreation",PASS,17,267000,Don Valley North,43.78,-79.35
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,6048,2012-02-07,February,2012-03-11,March,Q1,2012,Municipal Licensing & Standards,FAIL,9,134000,Davenport,43.67,-79.44
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,8112,2012-02-07,February,2012-03-31,March,Q1,2012,Solid Waste Management,FAIL,3,222000,Etobicoke–Lakeshore,43.62,-79.51
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,14447,2012-02-07,February,2012-03-04,March,Q1,2012,Transportation Services,PASS,16,34000,Don Valley East,43.75,-79.34
2012 Jun,2012 Feb,2012 Q1,2012 Q2,Q1,2012,19769,2012-02-07,February,2012-06-30,June,Q2,2012,"Parks, Forestry & Recreation",PASS,7,166000,Humber River–Black Creek,43.74,-79.52
2012 Feb,2012 Feb,2012 Q1,2012 Q1,Q1,2012,3939,2012-02-08,February,2012-02-16,February,Q1,2012,Solid Waste Management,PASS,3,231000,Etobicoke–Lakeshore,43.62,-79.51
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,15017,2012-02-08,February,2012-05-24,May,Q2,2012,Transportation Services,PASS,6,36000,York Centre,43.75,-79.45
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,8460,2012-02-09,February,2012-03-25,March,Q1,2012,Municipal Licensing & Standards,PASS,15,90000,Don Valley West,43.72,-79.36
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,17505,2012-02-09,February,2012-04-26,April,Q2,2012,Solid Waste Management,PASS,9,80000,Davenport,43.67,-79.44
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,8325,2012-02-10,February,2012-05-06,May,Q2,2012,Solid Waste Management,FAIL,6,18000,York Centre,43.75,-79.45
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,12443,2012-02-10,February,2012-05-27,May,Q2,2012,Transportation Services,PASS,12,73000,Toronto–St. Paul's,43.69,-79.41
2012 Feb,2012 Feb,2012 Q1,2012 Q1,Q1,2012,11509,2012-02-11,February,2012-02-15,February,Q1,2012,Solid Waste Management,PASS,19,26000,Beaches–East York,43.68,-79.3
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,15081,2012-02-11,February,2012-03-02,March,Q1,2012,Toronto Water,FAIL,1,270000,Etobicoke North,43.733,-79.565
2012 Feb,2012 Feb,2012 Q1,2012 Q1,Q1,2012,6349,2012-02-12,February,2012-02-18,February,Q1,2012,Transportation Services,PASS,4,56000,Parkdale–High Park,43.65,-79.46
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,8719,2012-02-12,February,2012-04-19,April,Q2,2012,"Parks, Forestry & Recreation",PASS,14,58000,Toronto–Danforth,43.68,-79.34
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,9350,2012-02-12,February,2012-03-21,March,Q1,2012,Solid Waste Management,PASS,5,114000,York South–Weston,43.7,-79.49
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,14058,2012-02-12,February,2012-05-25,May,Q2,2012,Municipal Licensing & Standards,PASS,24,25000,Scarborough–Guildwood,43.74,-79.22
2012 Feb,2012 Feb,2012 Q1,2012 Q1,Q1,2012,4420,2012-02-13,February,2012-02-22,February,Q1,2012,Transportation Services,PASS,10,99000,Spadina–Fort York,43.64,-79.39
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,7850,2012-02-13,February,2012-05-01,May,Q2,2012,Municipal Licensing & Standards,PASS,11,33000,University–Rosedale,43.67,-79.4
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,13487,2012-02-13,February,2012-03-03,March,Q1,2012,Transportation Services,FAIL,15,55000,Don Valley West,43.72,-79.36
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,15616,2012-02-13,February,2012-04-14,April,Q2,2012,Solid Waste Management,PASS,3,168000,Etobicoke–Lakeshore,43.62,-79.51
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,5844,2012-02-14,February,2012-05-27,May,Q2,2012,Transportation Services,PASS,10,8000,Spadina–Fort York,43.64,-79.39
2012 Feb,2012 Feb,2012 Q1,2012 Q1,Q1,2012,7432,2012-02-14,February,2012-02-20,February,Q1,2012,Municipal Licensing & Standards,PASS,24,168000,Scarborough–Guildwood,43.74,-79.22
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,14081,2012-02-14,February,2012-04-09,April,Q2,2012,Toronto Water,FAIL,16,69000,Don Valley East,43.75,-79.34
2012 Jun,2012 Feb,2012 Q1,2012 Q2,Q1,2012,14630,2012-02-14,February,2012-06-20,June,Q2,2012,"Parks, Forestry & Recreation",PASS,4,164000,Parkdale–High Park,43.65,-79.46
2012 Jun,2012 Feb,2012 Q1,2012 Q2,Q1,2012,2637,2012-02-15,February,2012-06-17,June,Q2,2012,"Parks, Forestry & Recreation",PASS,12,30000,Toronto–St. Paul's,43.69,-79.41
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,3950,2012-02-15,February,2012-05-03,May,Q2,2012,Toronto Water,FAIL,23,102000,Scarborough North,43.82,-79.24
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,5003,2012-02-15,February,2012-03-22,March,Q1,2012,Municipal Licensing & Standards,FAIL,3,258000,Etobicoke–Lakeshore,43.62,-79.51
2012 Jun,2012 Feb,2012 Q1,2012 Q2,Q1,2012,2263,2012-02-16,February,2012-06-03,June,Q2,2012,Transportation Services,PASS,25,53000,Scarborough–Rouge Park,43.81,-79.13
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,9639,2012-02-17,February,2012-04-28,April,Q2,2012,Municipal Licensing & Standards,PASS,8,174000,Eglinton–Lawrence,43.72,-79.43
2012 Feb,2012 Feb,2012 Q1,2012 Q1,Q1,2012,2395,2012-02-18,February,2012-02-21,February,Q1,2012,Toronto Water,PASS,15,138000,Don Valley West,43.72,-79.36
2012 Jun,2012 Feb,2012 Q1,2012 Q2,Q1,2012,1937,2012-02-19,February,2012-06-12,June,Q2,2012,Municipal Licensing & Standards,PASS,20,16000,Scarborough Southwest,43.71,-79.26
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,7099,2012-02-19,February,2012-03-13,March,Q1,2012,Transportation Services,PASS,22,213000,Scarborough–Agincourt,43.8,-79.27
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,18816,2012-02-19,February,2012-05-20,May,Q2,2012,"Parks, Forestry & Recreation",PASS,4,86000,Parkdale–High Park,43.65,-79.46
2012 Jun,2012 Feb,2012 Q1,2012 Q2,Q1,2012,3832,2012-02-20,February,2012-06-16,June,Q2,2012,"Parks, Forestry & Recreation",PASS,6,171000,York Centre,43.75,-79.45
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,4758,2012-02-20,February,2012-03-01,March,Q1,2012,Solid Waste Management,FAIL,20,138000,Scarborough Southwest,43.71,-79.26
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,12646,2012-02-20,February,2012-05-30,May,Q2,2012,Municipal Licensing & Standards,PASS,22,108000,Scarborough–Agincourt,43.8,-79.27
2012 Jun,2012 Feb,2012 Q1,2012 Q2,Q1,2012,8095,2012-02-21,February,2012-06-17,June,Q2,2012,Municipal Licensing & Standards,FAIL,23,30000,Scarborough North,43.82,-79.24
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,4570,2012-02-22,February,2012-04-11,April,Q2,2012,Solid Waste Management,FAIL,23,153000,Scarborough North,43.82,-79.24
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,15638,2012-02-22,February,2012-05-04,May,Q2,2012,Toronto Water,FAIL,6,84000,York Centre,43.75,-79.45
2012 Mar,2012 Feb,2012 Q1,2012 Q1,Q1,2012,3392,2012-02-23,February,2012-03-20,March,Q1,2012,Solid Waste Management,PASS,3,30000,Etobicoke–Lakeshore,43.62,-79.51
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,10316,2012-02-23,February,2012-04-17,April,Q2,2012,Solid Waste Management,PASS,16,114000,Don Valley East,43.75,-79.34
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,12216,2012-02-23,February,2012-04-09,April,Q2,2012,Transportation Services,PASS,20,32000,Scarborough Southwest,43.71,-79.26
2012 Apr,2012 Feb,2012 Q1,2012 Q2,Q1,2012,8940,2012-02-24,February,2012-04-08,April,Q2,2012,Municipal Licensing & Standards,PASS,8,66000,Eglinton–Lawrence,43.72,-79.43
2012 May,2012 Feb,2012 Q1,2012 Q2,Q1,2012,6055,2012-02-25,February,2012-05-16,May,Q2,2012,Solid Waste Management,PASS,23,6000,Scarborough North,43.82,-79.24
